Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
2012.0,3.6,Electric,Manual,271615.0,Used,50000-60000,Model Y
2016.0,3.9,Electric,Automatic,6163.0,New,30000-40000,A4
2012.0,1.2,Petrol,Manual,241262.0,Used,10000-20000,C-Class
2005.0,2.4,Diesel,Automatic,248924.0,New,80000-90000,Fiesta
2016.0,1.0,Petrol,Automatic,179420.0,Used,80000-90000,Model 3
2012.0,5.9,Hybrid,Automatic,281298.0,Like New,80000-90000,Camry
2018.0,5.8,Petrol,Automatic,20229.0,Used,70000-80000,Focus
2020.0,3.0,Petrol,Automatic,250470.0,Like New,80000-90000,X5
2018.0,4.6,Petrol,Manual,158069.0,Like New,60000-70000,Civic
2009.0,2.7,Hybrid,Automatic,21101.0,Like New,60000-70000,GLC
2002.0,4.4,Electric,Automatic,40391.0,Used,60000-70000,3 Series
2013.0,5.0,Petrol,Automatic,206935.0,Like New,50000-60000,3 Series
2018.0,5.7,Diesel,Manual,72723.0,Like New,30000-40000,Q7
2004.0,3.0,Hybrid,Manual,226293.0,Used,70000-80000,Civic
2004.0,4.9,Diesel,Automatic,190477.0,Like New,30000-40000,5 Series
2019.0,2.3,Petrol,Automatic,166020.0,Used,50000-60000,X5
2016.0,6.0,Diesel,Manual,290604.0,New,40000-50000,Accord
2009.0,4.0,Hybrid,Manual,179354.0,Used,90000-100000,3 Series
2004.0,4.3,Diesel,Manual,91725.0,New,20000-30000,Accord
2003.0,4.4,Diesel,Automatic,212139.0,Like New,30000-40000,3 Series
2005.0,1.6,Petrol,Manual,85779.0,Like New,20000-30000,3 Series
2003.0,5.7,Petrol,Automatic,3060.0,Used,80000-90000,A4
2006.0,1.9,Electric,Automatic,125806.0,New,60000-70000,RAV4
2006.0,4.1,Petrol,Manual,275875.0,Used,60000-70000,3 Series
2017.0,2.1,Petrol,Manual,115871.0,Like New,80000-90000,Explorer
2000.0,3.7,Petrol,Manual,49116.0,Like New,20000-30000,Model 3
2023.0,3.1,Petrol,Automatic,26325.0,Like New,20000-30000,RAV4
2003.0,1.8,Electric,Automatic,14551.0,New,70000-80000,RAV4
2005.0,1.9,Hybrid,Automatic,286422.0,New,60000-70000,Prius
2008.0,3.1,Hybrid,Manual,15141.0,Used,20000-30000,Q7
2021.0,4.8,Petrol,Automatic,295759.0,Used,10000-20000,X3
2011.0,1.4,Electric,Automatic,193823.0,Like New,60000-70000,X3
2019.0,3.0,Electric,Manual,112684.0,Used,0-10000,A4
2023.0,1.5,Hybrid,Automatic,289596.0,New,0-10000,A3
2003.0,1.1,Diesel,Automatic,50391.0,Used,40000-50000,C-Class
2020.0,4.3,Petrol,Manual,120288.0,Used,70000-80000,Explorer
2023.0,4.0,Diesel,Automatic,206132.0,New,70000-80000,A3
2011.0,1.8,Diesel,Automatic,113535.0,New,40000-50000,GLC
2009.0,2.2,Electric,Manual,142770.0,Like New,70000-80000,CR-V
2021.0,1.1,Petrol,Manual,239947.0,New,50000-60000,Mustang
2006.0,5.2,Petrol,Manual,86711.0,New,90000-100000,Q5
2002.0,5.9,Electric,Manual,264509.0,Used,20000-30000,Model Y
2022.0,1.7,Diesel,Manual,228625.0,New,60000-70000,Prius
2023.0,5.3,Hybrid,Manual,44134.0,Used,20000-30000,CR-V
2009.0,5.6,Petrol,Automatic,299967.0,Like New,70000-80000,GLA
2015.0,3.1,Hybrid,Automatic,71158.0,New,30000-40000,Accord
2015.0,1.3,Electric,Manual,237159.0,Like New,40000-50000,Fiesta
2009.0,3.9,Hybrid,Automatic,49396.0,New,20000-30000,Q7
2012.0,3.0,Hybrid,Manual,31912.0,New,40000-50000,Model S
2005.0,1.1,Diesel,Automatic,56947.0,Used,40000-50000,Prius
2011.0,3.9,Petrol,Manual,44387.0,Used,70000-80000,E-Class
2008.0,1.1,Hybrid,Manual,278652.0,Used,70000-80000,Camry
2012.0,4.9,Hybrid,Manual,109249.0,New,20000-30000,Civic
2003.0,2.5,Diesel,Automatic,1919.0,Like New,60000-70000,Model 3
2023.0,1.2,Hybrid,Automatic,140689.0,Like New,90000-100000,Corolla
2010.0,3.9,Hybrid,Automatic,33298.0,Used,10000-20000,Mustang
2019.0,3.0,Hybrid,Automatic,237225.0,Used,40000-50000,A3
2017.0,5.9,Diesel,Manual,233725.0,New,70000-80000,Fit
2010.0,3.7,Hybrid,Automatic,276600.0,Like New,60000-70000,Model X
2020.0,2.4,Hybrid,Manual,109599.0,Used,10000-20000,Camry
2003.0,4.5,Petrol,Automatic,83721.0,New,40000-50000,GLC
2017.0,2.4,Petrol,Automatic,286384.0,Used,50000-60000,Explorer
2006.0,2.9,Electric,Automatic,283830.0,Like New,20000-30000,Camry
2005.0,3.7,Petrol,Automatic,11920.0,New,90000-100000,Q7
2014.0,1.3,Diesel,Manual,7432.0,Used,40000-50000,Camry
2017.0,3.1,Hybrid,Automatic,110507.0,Used,20000-30000,Civic
2023.0,5.2,Hybrid,Automatic,224647.0,Like New,40000-50000,Corolla
2010.0,5.0,Diesel,Automatic,164982.0,Like New,60000-70000,Focus
2019.0,2.1,Hybrid,Automatic,121764.0,Used,20000-30000,Model X
2015.0,5.7,Hybrid,Manual,112557.0,Like New,90000-100000,Model S
2006.0,1.5,Petrol,Automatic,18013.0,Used,30000-40000,C-Class
2020.0,3.3,Hybrid,Manual,21446.0,Like New,10000-20000,3 Series
2009.0,2.7,Diesel,Manual,201447.0,Used,80000-90000,Corolla
2011.0,5.4,Electric,Manual,102261.0,New,60000-70000,Q5
2023.0,1.4,Hybrid,Manual,262701.0,New,10000-20000,Model X
2004.0,4.8,Petrol,Automatic,178772.0,New,10000-20000,GLC
2020.0,1.3,Hybrid,Manual,130878.0,Like New,60000-70000,Explorer
2017.0,3.5,Electric,Automatic,99143.0,New,40000-50000,A3
2004.0,3.2,Hybrid,Manual,24578.0,New,50000-60000,Model 3
2002.0,2.7,Diesel,Manual,74779.0,Like New,20000-30000,A4
2022.0,3.0,Electric,Automatic,140668.0,New,70000-80000,A3
2004.0,3.6,Hybrid,Manual,72534.0,New,90000-100000,Q7
2023.0,1.8,Petrol,Manual,272273.0,Used,40000-50000,CR-V
2018.0,5.0,Petrol,Manual,273740.0,Like New,20000-30000,Fiesta
2018.0,4.8,Diesel,Automatic,65355.0,Used,80000-90000,RAV4
2020.0,1.8,Hybrid,Manual,12974.0,Used,90000-100000,Q5
2011.0,1.7,Petrol,Manual,197745.0,New,70000-80000,C-Class
2008.0,2.3,Diesel,Automatic,251366.0,New,50000-60000,RAV4
2000.0,2.8,Hybrid,Automatic,74442.0,New,90000-100000,GLA
2017.0,3.0,Diesel,Manual,152890.0,Used,10000-20000,Prius
2003.0,1.3,Diesel,Automatic,133726.0,New,50000-60000,A4
2009.0,1.2,Electric,Manual,33758.0,Used,50000-60000,Q7
2006.0,3.0,Hybrid,Automatic,286348.0,Like New,80000-90000,5 Series
2021.0,4.5,Diesel,Manual,127309.0,Used,60000-70000,C-Class
2022.0,2.0,Petrol,Automatic,166000.0,New,10000-20000,RAV4
2000.0,4.2,Hybrid,Automatic,184681.0,Used,30000-40000,Camry
2016.0,2.3,Electric,Automatic,30552.0,Used,30000-40000,Civic
2023.0,5.4,Hybrid,Manual,147278.0,Used,50000-60000,X3
2001.0,5.5,Electric,Manual,34831.0,Used,30000-40000,Model Y
2010.0,2.5,Hybrid,Manual,43563.0,Like New,10000-20000,Model Y
2008.0,2.1,Diesel,Manual,18361.0,New,60000-70000,Civic
2006.0,3.1,Diesel,Automatic,74469.0,Like New,80000-90000,CR-V
2021.0,2.2,Petrol,Automatic,25816.0,Used,90000-100000,Fit
2016.0,4.4,Electric,Automatic,257422.0,Used,90000-100000,E-Class
2016.0,5.1,Petrol,Manual,146691.0,New,70000-80000,GLC
2001.0,4.4,Diesel,Manual,234295.0,New,10000-20000,Focus
2005.0,5.1,Electric,Manual,92479.0,Like New,80000-90000,Explorer
2013.0,3.0,Petrol,Automatic,26819.0,Like New,40000-50000,CR-V
2005.0,1.8,Petrol,Manual,8798.0,New,70000-80000,5 Series
2001.0,4.7,Petrol,Manual,156215.0,Like New,50000-60000,RAV4
2000.0,2.8,Petrol,Automatic,243942.0,Used,80000-90000,GLC
2009.0,4.4,Petrol,Automatic,230259.0,Used,40000-50000,5 Series
2020.0,2.4,Electric,Manual,129544.0,New,10000-20000,Q5
2004.0,1.4,Petrol,Automatic,152254.0,Like New,50000-60000,GLA
2001.0,6.0,Electric,Manual,253800.0,Used,20000-30000,C-Class
2021.0,1.8,Petrol,Automatic,9415.0,New,90000-100000,Focus
2015.0,5.9,Diesel,Automatic,87638.0,Like New,50000-60000,Camry
2001.0,5.9,Diesel,Automatic,18452.0,Used,50000-60000,RAV4
2009.0,5.0,Petrol,Manual,195457.0,Like New,90000-100000,Model Y
2001.0,4.3,Hybrid,Manual,110205.0,Like New,60000-70000,Model Y
2015.0,3.9,Diesel,Manual,18170.0,Like New,30000-40000,Model 3
2015.0,5.3,Electric,Automatic,16259.0,New,30000-40000,Model Y
2018.0,2.4,Petrol,Automatic,284243.0,Used,50000-60000,Q5
2006.0,3.3,Electric,Automatic,140721.0,New,80000-90000,A4
2021.0,4.1,Hybrid,Automatic,129394.0,Used,80000-90000,GLA
2011.0,3.1,Petrol,Manual,172109.0,Used,90000-100000,Fit
2023.0,3.1,Diesel,Manual,273949.0,New,10000-20000,Focus
2014.0,2.7,Electric,Manual,254599.0,New,30000-40000,Focus
2005.0,5.3,Diesel,Automatic,74280.0,Used,70000-80000,C-Class
2009.0,2.0,Petrol,Manual,177125.0,Used,10000-20000,X3
2002.0,5.7,Electric,Automatic,97841.0,Like New,10000-20000,Fit
2018.0,4.4,Hybrid,Manual,124726.0,Used,50000-60000,E-Class
2016.0,5.1,Diesel,Automatic,76215.0,New,40000-50000,Fit
2006.0,3.8,Petrol,Automatic,112909.0,New,70000-80000,Fit
2020.0,4.9,Petrol,Manual,273129.0,New,50000-60000,Fit
2019.0,1.1,Hybrid,Manual,274535.0,Used,40000-50000,C-Class
2013.0,1.2,Diesel,Manual,261968.0,Like New,80000-90000,Explorer
2019.0,5.4,Petrol,Manual,183000.0,Like New,40000-50000,Fiesta
2021.0,6.0,Electric,Automatic,296508.0,New,30000-40000,Model X
2014.0,2.5,Electric,Automatic,249072.0,Like New,30000-40000,CR-V
2007.0,4.8,Electric,Manual,42923.0,New,80000-90000,RAV4
2020.0,2.3,Hybrid,Automatic,186968.0,Used,10000-20000,E-Class
2014.0,5.3,Petrol,Automatic,165912.0,Like New,90000-100000,Corolla
2021.0,1.5,Diesel,Automatic,173327.0,Used,30000-40000,Model Y
2013.0,5.9,Petrol,Automatic,230314.0,New,80000-90000,GLA
2008.0,4.4,Hybrid,Manual,295673.0,Like New,60000-70000,Model S
2007.0,5.2,Diesel,Automatic,144013.0,New,60000-70000,Accord
2016.0,2.6,Diesel,Automatic,1669.0,New,30000-40000,Fiesta
2001.0,4.4,Hybrid,Manual,216854.0,New,50000-60000,RAV4
2023.0,4.0,Petrol,Automatic,55786.0,Like New,30000-40000,A4
2002.0,4.0,Electric,Automatic,182155.0,Like New,40000-50000,Q7
2007.0,4.4,Electric,Manual,20323.0,Like New,70000-80000,X5
2011.0,3.9,Hybrid,Automatic,230502.0,New,20000-30000,CR-V
2000.0,3.1,Diesel,Manual,257249.0,Used,80000-90000,Prius
2009.0,2.4,Petrol,Automatic,6021.0,New,40000-50000,CR-V
2019.0,4.8,Petrol,Manual,113415.0,Like New,50000-60000,Corolla
2005.0,4.5,Electric,Automatic,7904.0,Used,60000-70000,3 Series
2006.0,2.2,Petrol,Manual,64033.0,Like New,60000-70000,A4
2019.0,4.1,Hybrid,Manual,231659.0,Used,70000-80000,Fit
2022.0,4.7,Electric,Automatic,120035.0,Used,90000-100000,GLC
2017.0,2.1,Hybrid,Automatic,220859.0,Like New,20000-30000,A3
2004.0,4.0,Hybrid,Manual,231853.0,Like New,0-10000,GLA
2018.0,5.2,Hybrid,Manual,265237.0,Used,10000-20000,Explorer
2010.0,1.2,Diesel,Automatic,287062.0,Used,30000-40000,Fiesta
2023.0,4.7,Hybrid,Automatic,193708.0,Used,50000-60000,Fiesta
2011.0,2.7,Electric,Manual,189878.0,Used,80000-90000,Fiesta
2009.0,3.4,Petrol,Automatic,140466.0,Like New,80000-90000,Model Y
2007.0,5.6,Petrol,Automatic,124501.0,New,50000-60000,RAV4
2023.0,2.7,Diesel,Manual,260228.0,New,10000-20000,Model S
2008.0,3.3,Electric,Manual,92510.0,Used,30000-40000,Model X
2003.0,1.1,Hybrid,Manual,93708.0,Like New,30000-40000,Model Y
2004.0,1.4,Hybrid,Manual,97819.0,Like New,60000-70000,Fiesta
2020.0,2.3,Petrol,Manual,235603.0,Used,10000-20000,GLC
2007.0,1.1,Hybrid,Manual,36303.0,New,50000-60000,5 Series
2022.0,4.2,Petrol,Automatic,27453.0,Used,90000-100000,3 Series
2008.0,3.1,Diesel,Manual,199521.0,Like New,70000-80000,Corolla
2014.0,1.9,Electric,Automatic,222787.0,New,60000-70000,Fiesta
2013.0,4.3,Petrol,Automatic,189060.0,Like New,10000-20000,A4
2007.0,5.8,Diesel,Manual,94655.0,Like New,80000-90000,Accord
2017.0,1.3,Petrol,Automatic,277169.0,New,70000-80000,A4
2009.0,5.5,Hybrid,Manual,269289.0,Like New,50000-60000,Accord
2005.0,3.8,Petrol,Manual,186869.0,New,60000-70000,Explorer
2011.0,3.5,Diesel,Manual,73230.0,Used,0-10000,Q7
2001.0,1.3,Electric,Automatic,155002.0,Used,10000-20000,Q5
2006.0,1.4,Hybrid,Automatic,108138.0,New,30000-40000,Accord
2015.0,4.0,Diesel,Automatic,207097.0,Used,40000-50000,X3
2012.0,5.6,Petrol,Automatic,62040.0,Used,10000-20000,A4
2002.0,3.0,Electric,Manual,108668.0,New,70000-80000,E-Class
2010.0,4.6,Petrol,Manual,56815.0,Like New,50000-60000,E-Class
2007.0,2.5,Diesel,Manual,216741.0,Used,40000-50000,Corolla
2005.0,3.6,Petrol,Manual,112789.0,Like New,90000-100000,A3
2000.0,4.5,Diesel,Automatic,219478.0,New,0-10000,Prius
2000.0,5.5,Electric,Manual,167644.0,Used,20000-30000,X5
2022.0,5.0,Electric,Manual,185102.0,Like New,60000-70000,Accord
2007.0,4.4,Petrol,Automatic,244533.0,Like New,10000-20000,E-Class
2015.0,5.7,Petrol,Manual,233308.0,Like New,50000-60000,Camry
2010.0,2.5,Diesel,Manual,160275.0,Like New,90000-100000,C-Class
2003.0,2.4,Diesel,Manual,5608.0,Like New,90000-100000,Q7
2005.0,2.1,Electric,Manual,45667.0,Like New,10000-20000,Explorer
2021.0,4.2,Electric,Automatic,234907.0,Like New,10000-20000,CR-V
2018.0,4.0,Diesel,Manual,57560.0,Used,60000-70000,Prius
2008.0,1.1,Electric,Manual,214601.0,New,70000-80000,Model X
2011.0,4.6,Hybrid,Automatic,159487.0,New,20000-30000,RAV4
2010.0,2.6,Electric,Automatic,184286.0,Like New,60000-70000,C-Class
2013.0,4.3,Electric,Automatic,280141.0,Like New,0-10000,Model Y
2022.0,3.8,Petrol,Manual,121266.0,New,30000-40000,GLC
2015.0,2.7,Diesel,Automatic,3679.0,Like New,90000-100000,Explorer
2000.0,1.7,Hybrid,Manual,40308.0,New,20000-30000,Model S
2012.0,1.5,Petrol,Automatic,206096.0,Used,10000-20000,Q7
2022.0,5.2,Diesel,Manual,170914.0,Used,40000-50000,RAV4
2020.0,5.6,Hybrid,Automatic,5695.0,Used,80000-90000,Civic
2020.0,4.2,Hybrid,Manual,226812.0,Used,10000-20000,X3
2001.0,3.0,Diesel,Automatic,23382.0,Used,90000-100000,Corolla
2005.0,4.9,Hybrid,Manual,193295.0,Like New,30000-40000,A4
2022.0,1.6,Petrol,Automatic,133438.0,New,70000-80000,3 Series
2000.0,2.8,Electric,Automatic,221968.0,Like New,10000-20000,Model Y
2003.0,2.3,Petrol,Manual,113831.0,Used,90000-100000,E-Class
2019.0,1.1,Electric,Automatic,61836.0,Used,90000-100000,C-Class
2001.0,3.7,Hybrid,Automatic,294067.0,Used,10000-20000,Fit
2004.0,5.3,Hybrid,Manual,255033.0,Used,0-10000,3 Series
2008.0,3.8,Diesel,Automatic,283083.0,Used,50000-60000,GLC
2019.0,3.6,Diesel,Manual,243772.0,Like New,50000-60000,Fit
2005.0,1.4,Petrol,Automatic,18800.0,Used,60000-70000,A3
2017.0,3.7,Diesel,Automatic,56440.0,Used,80000-90000,Accord
2005.0,2.9,Petrol,Manual,127521.0,Like New,80000-90000,GLA
2018.0,4.0,Hybrid,Manual,121327.0,New,20000-30000,Mustang
2011.0,2.9,Electric,Manual,49648.0,Used,20000-30000,Fiesta
2010.0,2.2,Hybrid,Manual,291908.0,Like New,80000-90000,Model X
2001.0,1.5,Hybrid,Manual,294614.0,Like New,80000-90000,Mustang
2014.0,2.6,Hybrid,Manual,256160.0,New,60000-70000,Model S
2011.0,1.5,Diesel,Automatic,169573.0,Used,90000-100000,Model S
2011.0,1.9,Diesel,Automatic,57207.0,Used,70000-80000,GLA
2020.0,3.2,Electric,Automatic,134288.0,Like New,80000-90000,Model S
2023.0,3.7,Diesel,Automatic,153144.0,Used,40000-50000,5 Series
2001.0,5.4,Petrol,Automatic,93778.0,Used,0-10000,Q7
2021.0,6.0,Hybrid,Automatic,130016.0,Used,30000-40000,Fit
2002.0,3.9,Electric,Manual,124288.0,Used,70000-80000,Fit
2011.0,5.1,Electric,Automatic,168204.0,New,90000-100000,GLC
2015.0,2.6,Electric,Automatic,110573.0,New,30000-40000,Mustang
2020.0,2.5,Electric,Manual,120730.0,New,20000-30000,Explorer
2023.0,3.0,Electric,Manual,64186.0,Used,50000-60000,Model Y
2000.0,4.4,Petrol,Manual,267104.0,Used,80000-90000,Camry
2002.0,2.6,Electric,Automatic,237677.0,Like New,50000-60000,A3
2019.0,1.7,Hybrid,Manual,257506.0,Like New,60000-70000,X5
2008.0,1.6,Electric,Automatic,238217.0,New,40000-50000,Model X
2018.0,3.9,Electric,Manual,280027.0,New,20000-30000,Camry
2014.0,4.5,Hybrid,Manual,29782.0,New,80000-90000,Camry
2017.0,4.5,Electric,Manual,148051.0,Used,10000-20000,Model X
2010.0,4.8,Electric,Manual,295890.0,New,60000-70000,E-Class
2021.0,4.7,Petrol,Automatic,56.0,New,30000-40000,X3
2016.0,4.1,Electric,Automatic,293601.0,Like New,30000-40000,Prius
2004.0,1.9,Petrol,Automatic,132773.0,New,20000-30000,Prius
2011.0,1.1,Diesel,Automatic,187453.0,New,70000-80000,A3
2010.0,2.4,Electric,Manual,181510.0,Like New,30000-40000,X3
2014.0,3.2,Diesel,Manual,80636.0,Like New,70000-80000,RAV4
2000.0,5.2,Diesel,Automatic,20505.0,Like New,50000-60000,Accord
2019.0,2.0,Hybrid,Automatic,33525.0,New,50000-60000,Focus
2015.0,1.6,Electric,Manual,211474.0,Like New,90000-100000,RAV4
2001.0,5.8,Hybrid,Manual,96008.0,Like New,30000-40000,A4
2001.0,1.5,Hybrid,Manual,44348.0,Used,20000-30000,Accord
2002.0,3.4,Diesel,Automatic,202259.0,Like New,90000-100000,Model 3
2007.0,3.9,Diesel,Automatic,269417.0,Like New,20000-30000,5 Series
2023.0,3.7,Diesel,Manual,206641.0,New,80000-90000,Model 3
2014.0,1.4,Electric,Manual,134607.0,New,10000-20000,C-Class
2006.0,1.3,Electric,Automatic,214096.0,Used,60000-70000,Accord
2005.0,1.5,Diesel,Automatic,107157.0,Like New,10000-20000,Model 3
2008.0,3.9,Electric,Manual,908.0,Like New,90000-100000,Prius
2019.0,3.7,Electric,Automatic,252299.0,Like New,50000-60000,X5
2000.0,2.2,Hybrid,Manual,201225.0,Like New,30000-40000,Mustang
2007.0,4.2,Hybrid,Manual,108352.0,Like New,10000-20000,Accord
2022.0,5.1,Diesel,Automatic,95967.0,Like New,40000-50000,Camry
2022.0,1.2,Electric,Automatic,35079.0,Used,70000-80000,A4
2002.0,3.5,Hybrid,Automatic,212628.0,Like New,40000-50000,GLC
2003.0,4.4,Petrol,Manual,111889.0,Like New,20000-30000,X5
2014.0,2.3,Electric,Automatic,262063.0,Like New,50000-60000,CR-V
2005.0,2.5,Petrol,Automatic,46105.0,Used,40000-50000,Fit
2014.0,4.1,Diesel,Manual,132957.0,Like New,20000-30000,Fiesta
2020.0,5.5,Electric,Manual,1049.0,Used,10000-20000,Mustang
2002.0,5.0,Diesel,Automatic,53281.0,New,70000-80000,Q7
2020.0,3.9,Diesel,Manual,66697.0,Like New,90000-100000,C-Class
2020.0,4.7,Diesel,Manual,36534.0,Used,20000-30000,Q7
2013.0,2.8,Diesel,Manual,93034.0,New,70000-80000,Prius
2019.0,4.2,Diesel,Automatic,58097.0,Used,10000-20000,Camry
2013.0,3.3,Electric,Automatic,184885.0,Used,40000-50000,Q7
2003.0,1.9,Petrol,Manual,287181.0,New,50000-60000,GLC
2011.0,4.5,Electric,Manual,27278.0,Like New,30000-40000,Q7
2016.0,3.8,Electric,Manual,139344.0,Like New,50000-60000,C-Class
2006.0,2.8,Electric,Automatic,73277.0,Used,80000-90000,C-Class
2008.0,5.6,Hybrid,Manual,4694.0,New,90000-100000,Model 3
2002.0,1.1,Hybrid,Manual,58150.0,Like New,10000-20000,3 Series
2012.0,2.6,Electric,Automatic,67470.0,Used,30000-40000,GLA
2014.0,1.3,Petrol,Manual,21556.0,New,90000-100000,Explorer
2017.0,4.8,Electric,Automatic,195543.0,Used,30000-40000,GLC
2018.0,4.5,Diesel,Automatic,49086.0,New,70000-80000,C-Class
2000.0,2.7,Hybrid,Automatic,149979.0,Like New,20000-30000,E-Class
2005.0,4.4,Hybrid,Manual,248399.0,Like New,30000-40000,Model 3
2022.0,3.0,Electric,Manual,179559.0,Used,20000-30000,Model S
2001.0,4.8,Electric,Automatic,99468.0,Like New,80000-90000,Camry
2013.0,3.1,Petrol,Automatic,68602.0,New,30000-40000,Focus
2005.0,5.7,Diesel,Manual,2460.0,Like New,80000-90000,Mustang
2013.0,2.3,Electric,Automatic,72356.0,New,30000-40000,Model S
2020.0,3.9,Electric,Manual,16191.0,Used,70000-80000,X5
2007.0,5.8,Hybrid,Manual,84631.0,New,60000-70000,Model S
2002.0,2.9,Diesel,Manual,245702.0,Like New,30000-40000,E-Class
2018.0,1.3,Petrol,Manual,272673.0,New,20000-30000,Fit
2013.0,2.7,Hybrid,Automatic,32175.0,New,90000-100000,3 Series
2019.0,3.5,Hybrid,Automatic,279819.0,Used,80000-90000,5 Series
2016.0,1.8,Hybrid,Manual,157048.0,Like New,80000-90000,Focus
2023.0,6.0,Diesel,Automatic,62821.0,Like New,70000-80000,Model Y
2013.0,3.3,Electric,Manual,12204.0,New,20000-30000,C-Class
2005.0,2.8,Petrol,Manual,269538.0,Like New,90000-100000,GLA
2022.0,3.0,Petrol,Manual,246464.0,Like New,0-10000,RAV4
2021.0,1.6,Hybrid,Manual,33593.0,New,30000-40000,E-Class
2015.0,5.4,Hybrid,Automatic,208260.0,Used,40000-50000,GLC
2018.0,3.1,Diesel,Automatic,115064.0,Used,80000-90000,Mustang
2013.0,2.9,Hybrid,Manual,53365.0,New,70000-80000,E-Class
2002.0,3.2,Petrol,Manual,220511.0,Used,50000-60000,CR-V
2009.0,4.2,Electric,Manual,206971.0,Used,80000-90000,Model X
2018.0,1.3,Electric,Manual,103700.0,Like New,0-10000,Mustang
2008.0,5.1,Petrol,Automatic,68247.0,Used,80000-90000,Accord
2019.0,5.7,Petrol,Automatic,182631.0,Like New,90000-100000,Fiesta
2012.0,4.2,Diesel,Automatic,156270.0,Used,0-10000,A3
2006.0,5.8,Diesel,Automatic,153560.0,Like New,0-10000,X3
2013.0,1.8,Petrol,Automatic,169587.0,New,30000-40000,A3
2008.0,3.4,Hybrid,Manual,290042.0,New,10000-20000,C-Class
2022.0,4.0,Electric,Manual,181142.0,Used,50000-60000,CR-V
2018.0,3.9,Petrol,Automatic,62613.0,Like New,70000-80000,GLC
2014.0,3.0,Hybrid,Automatic,96707.0,New,50000-60000,5 Series
2019.0,2.7,Petrol,Automatic,47003.0,New,20000-30000,Mustang
2013.0,1.6,Electric,Manual,48478.0,New,60000-70000,X5
2023.0,3.0,Electric,Automatic,59030.0,New,70000-80000,RAV4
2005.0,1.8,Diesel,Manual,184133.0,Used,90000-100000,3 Series
2020.0,4.7,Diesel,Manual,145921.0,Like New,10000-20000,RAV4
2003.0,2.0,Diesel,Automatic,246160.0,New,70000-80000,5 Series
2007.0,1.3,Diesel,Manual,267589.0,Used,90000-100000,Model 3
2016.0,3.8,Electric,Manual,149112.0,New,50000-60000,RAV4
2008.0,4.0,Hybrid,Automatic,262390.0,New,30000-40000,CR-V
2000.0,5.4,Hybrid,Manual,31153.0,New,20000-30000,C-Class
2023.0,3.9,Hybrid,Automatic,267356.0,New,80000-90000,GLC
2019.0,2.7,Petrol,Manual,134411.0,Used,40000-50000,A3
2010.0,3.7,Diesel,Automatic,296751.0,Used,80000-90000,Fiesta
2002.0,3.8,Electric,Automatic,104509.0,Used,50000-60000,X5
2008.0,5.5,Petrol,Manual,135467.0,New,0-10000,Q5
2013.0,3.0,Petrol,Manual,127378.0,Like New,30000-40000,Explorer
2008.0,2.5,Hybrid,Automatic,87687.0,New,70000-80000,Fiesta
2003.0,1.7,Electric,Manual,102652.0,Used,60000-70000,Prius
2003.0,1.8,Diesel,Automatic,55773.0,New,30000-40000,C-Class
2007.0,3.2,Hybrid,Manual,202668.0,Like New,80000-90000,Accord
2001.0,4.0,Diesel,Manual,27584.0,Like New,20000-30000,Accord
2008.0,1.4,Hybrid,Automatic,244901.0,New,40000-50000,A4
2013.0,5.7,Diesel,Manual,265482.0,Used,40000-50000,Model S
2021.0,4.8,Petrol,Manual,62601.0,New,30000-40000,Fit
2008.0,3.9,Hybrid,Manual,136559.0,Used,90000-100000,5 Series
2023.0,5.1,Diesel,Manual,36282.0,Like New,70000-80000,Civic
2022.0,1.4,Diesel,Manual,226137.0,New,50000-60000,Q5
2015.0,3.4,Electric,Manual,95798.0,Like New,50000-60000,Accord
2016.0,4.2,Hybrid,Manual,130963.0,Used,20000-30000,X5
2015.0,5.1,Diesel,Manual,159876.0,Used,40000-50000,RAV4
2011.0,4.9,Electric,Automatic,140987.0,New,60000-70000,Model Y
2002.0,2.4,Diesel,Manual,273302.0,New,90000-100000,A4
2010.0,5.7,Hybrid,Manual,205229.0,New,80000-90000,Prius
2013.0,1.6,Petrol,Automatic,10547.0,Like New,30000-40000,Camry
2017.0,5.4,Hybrid,Automatic,264603.0,Used,40000-50000,Camry
2020.0,5.9,Hybrid,Automatic,63146.0,Used,10000-20000,Fiesta
2020.0,1.9,Diesel,Manual,107761.0,Like New,10000-20000,Model 3
2004.0,4.6,Diesel,Automatic,82970.0,New,40000-50000,GLC
2015.0,1.2,Hybrid,Automatic,191889.0,New,50000-60000,Model X
2019.0,3.0,Electric,Manual,169319.0,Like New,30000-40000,Mustang
2002.0,3.9,Electric,Automatic,35577.0,Used,70000-80000,Model S
2011.0,5.7,Diesel,Automatic,2921.0,Used,30000-40000,Prius
2000.0,4.4,Diesel,Manual,144535.0,Used,70000-80000,A3
2020.0,3.4,Hybrid,Manual,156546.0,Like New,20000-30000,GLC
2008.0,5.0,Petrol,Manual,125534.0,Used,50000-60000,X5
2008.0,5.8,Diesel,Manual,256872.0,Like New,80000-90000,5 Series
2002.0,5.9,Hybrid,Automatic,123649.0,Like New,90000-100000,GLA
2001.0,5.1,Electric,Manual,220073.0,New,60000-70000,Fiesta
2023.0,2.4,Hybrid,Manual,223393.0,Like New,50000-60000,Camry
2000.0,1.7,Hybrid,Manual,86569.0,Like New,60000-70000,CR-V
2012.0,4.2,Electric,Automatic,159562.0,New,70000-80000,Focus
